,name,rest_id,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),rating_encoded
11857,Laughing Llama Gastropub,4746.0,Online,booking_available,4.3,394.0,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza",1600.0,Delivery,11.0
11859,Hotel Tom's Restaurant,4747.0,Online,booking_available,4.4,714.0,Richmond Road,Casual Dining,"Appam, Sea Food, Fry Prawns, Dal Fry, Chicken Curry, Fish, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian",1000.0,Delivery,16.0
11869,Chung's Chinese Corner,4748.0,Online,booking_not_available,2.7,283.0,Indiranagar,Casual Dining,"Chicken Noodle, Rice Noodles, Dragon Rolls, American Chopsuey, Fried Rice Chicken, Chowmein, Clear Chicken Soup",Chinese,700.0,Delivery,27.0
11873,Fava,4749.0,Offline,booking_available,4.4,2041.0,Lavelle Road,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Pasta, Sangria","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,Delivery,20.0
11877,Vinny's,4750.0,Online,booking_not_available,3.9,205.0,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800.0,Delivery,21.0
11878,Chutney Chang,4751.0,Online,booking_available,4.2,4733.0,Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500.0,Delivery,7.0
11880,Smoor,4752.0,Online,booking_not_available,4.1,63.0,MG Road,Dessert Parlor,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900.0,Delivery,20.0
11881,Suryawanshi,4753.0,Online,booking_not_available,4.2,447.0,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700.0,Delivery,23.0
11882,Chai Point,4754.0,Offline,booking_not_available,3.8,148.0,Cunningham Road,"Beverage Shop, Quick Bites","Banana Cake, Samosa, Poha, Maggi, Masala Chai, Sandwiches, Ginger Lemon Tea","Tea, Beverages, Fast Food",250.0,Delivery,19.0
11883,Zaks Mediterranean Cuisine,4755.0,Online,booking_not_available,3.9,255.0,Frazer Town,Casual Dining,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad","Mediterranean, Arabian, Lebanese",700.0,Delivery,25.0
11886,Infinitea Tea Room & Tea Store,4756.0,Online,booking_available,4.3,860.0,Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos",1000.0,Delivery,25.0
11892,Hoppipola,4757.0,Online,booking_not_available,4.3,1708.0,Church Street,Lounge,"Masala Peanuts, Cocktails, Paratha, Pizza, Pasta, Burgers, Brownie","Continental, Mediterranean, European",1300.0,Delivery,21.0
11898,The Belgian Waffle Co.,4758.0,Online,booking_not_available,3.7,73.0,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350.0,Delivery,10.0
11906,Happy Belly Bakes,4759.0,Online,booking_not_available,4.2,116.0,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500.0,Delivery,24.0
11907,Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,4760.0,Online,booking_not_available,3.9,462.0,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800.0,Delivery,20.0
11909,Foody's,4761.0,Online,booking_not_available,3.8,169.0,Shanti Nagar,Quick Bites,"Coffee, Paratha, Chaat, Masala Dosa, Dahipuri, Pav Bhaji, Tea","North Indian, South Indian",250.0,Delivery,24.0
11914,Fullyfilled,4762.0,Online,booking_not_available,4.0,48.0,Indiranagar,Quick Bites,"Momos, Shawarma, Chicken Shawarama","Sandwich, Fast Food, Momos",200.0,Delivery,21.0
11915,The Yogisthaan Cafe,4763.0,Online,booking_not_available,4.2,1207.0,Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600.0,Delivery,22.0
11922,Nagarjuna,4764.0,Offline,booking_not_available,4.3,1772.0,Residency Road,Casual Dining,"Mutton Biryani, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls, Thali, Raita","Andhra, Biryani",800.0,Delivery,20.0
11923,Hyderabad Biryaani House,4765.0,Offline,booking_not_available,4.3,1352.0,Richmond Road,Casual Dining,"Hyderabadi Biryani, Haleem, Chicken Biryani, Andhra Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",550.0,Delivery,30.0
11924,Sunny's,4766.0,Offline,booking_available,4.1,1330.0,Lavelle Road,"Casual Dining, Bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental",2100.0,Delivery,22.0
11925,Truffles,4767.0,Offline,booking_not_available,4.5,3573.0,St. Marks Road,Cafe,"Burgers, Pasta, Mocktails, Cheese Burger, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900.0,Delivery,20.0
11926,Millers 46,4768.0,Offline,booking_available,4.4,2266.0,Vasanth Nagar,Casual Dining,"Steak, Chicken Wings, Burgers, Bacon Burger, Cocktails, Lime Soda, Chicken Burger","American, Continental, Steak",1100.0,Delivery,22.0
11928,Sakae Japanese Restaurant,4769.0,Offline,booking_available,4.3,519.0,Shanti Nagar,Casual Dining,"Sushi, Miso Soup, Steak, Tea, Ramen, Rolls, Tempura",Japanese,1400.0,Delivery,25.0
11929,Samrat Restaurant,4770.0,Offline,booking_not_available,4.1,484.0,Race Course Road,Casual Dining,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian",600.0,Delivery,22.0
11930,Art of Delight,4771.0,Offline,booking_not_available,4.4,1899.0,Residency Road,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400.0,Delivery,22.0
11933,Khazana Food Paradise,4772.0,Offline,booking_not_available,4.1,358.0,Richmond Road,Quick Bites,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400.0,Delivery,25.0
11934,Cafe Kaara,4773.0,Offline,booking_not_available,4.2,164.0,Ulsoor,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750.0,Delivery,19.0
11936,Pashto,4774.0,Offline,booking_not_available,4.1,768.0,Residency Road,Casual Dining,"Biryani, Kulfi Faluda, Peshawari Paneer, Dal Tadka, Yakhni Shorba, Tandoori Roti, Phirni","North Indian, Mughlai, Afghan",800.0,Delivery,20.0
11937,Lakeview Milkbar,4775.0,Offline,booking_not_available,4.0,1445.0,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500.0,Delivery,22.0
11938,Juice Junction,4776.0,Online,booking_not_available,4.0,101.0,St. Marks Road,Quick Bites,"Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food",150.0,Delivery,24.0
11939,Raidan Restaurant,4777.0,Offline,booking_not_available,3.9,169.0,Frazer Town,Casual Dining,"Shawarma, Al Faham Chicken","Arabian, Chinese, Fast Food",600.0,Delivery,26.0
11942,Sugarberryz Cakery,4778.0,Offline,booking_not_available,3.9,53.0,Commercial Street,"Takeaway, Delivery","Chocolate Cake, Cup Cake","Bakery, Desserts",1200.0,Delivery,11.0
11944,Nandhini Deluxe,4779.0,Offline,booking_not_available,3.6,196.0,Frazer Town,Casual Dining,"Rice, Chilli Chicken, Chicken Guntur, Chicken Biryani, Andhra Meal, Lemon Chicken",North Indian,600.0,Delivery,20.0
11952,Little Chef,4780.0,Offline,booking_not_available,4.0,102.0,Richmond Road,Casual Dining,"Dragon Chicken, Hunan Chicken",Chinese,550.0,Delivery,26.0
11955,Aroma Of Asia,4781.0,Offline,booking_not_available,3.9,49.0,Frazer Town,Quick Bites,"Veg Momos, Honey Chilli Potatoes","Fast Food, Momos",400.0,Delivery,22.0
11957,Rolls On Wheels,4782.0,Offline,booking_not_available,3.7,61.0,Cunningham Road,Quick Bites,"Rolls, Momos, Paneer Roll, Veggie Roll","Fast Food, Rolls, Momos",200.0,Delivery,23.0
11959,Sidewalk Cafe - Nahar's Heritage Hotel,4783.0,Offline,booking_not_available,3.9,136.0,St. Marks Road,Casual Dining,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food",800.0,Delivery,9.0
11966,China Hut,4784.0,Offline,booking_not_available,3.8,56.0,Frazer Town,Kiosk,"Chinese Bhel, Noodles, Butter Garlic Momos",Chinese,500.0,Delivery,22.0
11968,Canopy,4785.0,Offline,booking_not_available,3.0,108.0,MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800.0,Delivery,12.0
11982,Gundappa Donne Biryani,4786.0,Offline,booking_not_available,3.7,161.0,St. Marks Road,Quick Bites,"Mutton Biryani, Chilli Chicken, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",Biryani,300.0,Delivery,25.0
11984,Shanthi Sagar Deluxe,4787.0,Offline,booking_not_available,2.7,52.0,Frazer Town,Casual Dining,"Masala Dosa, Coffee","South Indian, North Indian, Fast Food",500.0,Delivery,26.0
11991,Hotel Green Tara,4788.0,Offline,booking_not_available,3.9,40.0,Brigade Road,Casual Dining,Momos,"Chinese, Tibetan, Momos",500.0,Delivery,20.0
12037,Natural Ice Cream,4789.0,Offline,booking_not_available,4.2,220.0,St. Marks Road,Dessert Parlor,"Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Desserts",150.0,Delivery,18.0
12088,Khan Saheb Grills and Rolls,4790.0,Online,booking_not_available,3.9,185.0,Commercial Street,Quick Bites,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti","Fast Food, Rolls",350.0,Delivery,17.0
12095,Cafe Coffee Day,4791.0,Online,booking_not_available,2.9,55.0,Lavelle Road,Cafe,"Coffee, Chicken Sandwich, Brownie, Hot Chocolate, Cappuccino, Corn Sandwich","Cafe, Fast Food",650.0,Delivery,21.0
12110,Sunny Side Bistro,4792.0,Online,booking_not_available,3.8,362.0,Frazer Town,Cafe,"English Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict, Hot Chocolate","Cafe, Continental",700.0,Delivery,22.0
12111,BOX8- Desi Meals,4793.0,Online,booking_not_available,4.3,291.0,Residency Road,"Takeaway, Delivery","Dal Makhani, Chicken Curry, Sandwiches, Paratha, Butter Chicken","North Indian, Mughlai, Fast Food",500.0,Delivery,20.0
12112,Carnival de Goa,4794.0,Online,booking_available,4.2,982.0,Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza",1000.0,Delivery,21.0
12123,Utse Kitchen,4795.0,Online,booking_not_available,4.2,174.0,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800.0,Delivery,21.0
12124,Chung Wah,4796.0,Online,booking_not_available,3.9,194.0,Frazer Town,Casual Dining,"Noodles, Rolls, Mala Chicken, Momos, Chop Suey","Chinese, Thai, Momos, Vietnamese",800.0,Delivery,22.0
12128,20 Feet High,4797.0,Online,booking_available,4.0,933.0,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad",1000.0,Delivery,26.0
12152,Oye Amritsar,4798.0,Online,booking_available,4.1,452.0,Church Street,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,600.0,Delivery,22.0
12156,Red Lantern,4799.0,Online,booking_not_available,3.7,161.0,Cunningham Road,Casual Dining,"Noodles, Phad Thai, Sweet Corn Soup, Chop Suey","Chinese, Thai",700.0,Delivery,19.0
12160,Baahubelly,4800.0,Online,booking_not_available,3.7,68.0,Brigade Road,Casual Dining,"Biryani, Tea, Rice, Appam","South Indian, North Indian",500.0,Delivery,22.0
12163,Lazio Steaks & More,4801.0,Online,booking_not_available,3.9,119.0,Frazer Town,Casual Dining,"Burgers, Beef Steak, Mutton Biryani, Pie, Mudpie, Cheesecake, Chicken Wings","Continental, Chinese, Steak",1000.0,Delivery,29.0
12213,Raaga,4802.0,Online,booking_available,3.8,298.0,Indiranagar,Casual Dining,"Panner Tikka, Chicken Biryani, Thali, Gajar Ka Halwa, Lunch Buffet, Raita, Tandoori Aloo","North Indian, Chinese, Continental",1200.0,Delivery,25.0
12224,Hotel Chandrika,4803.0,Online,booking_not_available,3.8,207.0,Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400.0,Delivery,24.0
12226,Fat Buddha,4804.0,Online,booking_available,4.0,456.0,Cunningham Road,Casual Dining,"Crab Soup, Noodles, Wine, Spicy Crabmeat Soup, Manchow Soup, Momos, Sea Food","Chinese, Thai",1000.0,Delivery,26.0
12231,Chowmein,4805.0,Online,booking_not_available,4.0,279.0,Seshadripuram,Casual Dining,"Noodles, Chicken Noodle, Chop Suey, Chowmein, Rolls, Clear Soup, Chinese Bhel","North Indian, Chinese, Thai, Momos",600.0,Delivery,24.0
12233,Curries And Pickles,4806.0,Online,booking_not_available,3.8,77.0,Indiranagar,Quick Bites,"Rice, Hyderabadi Biryani, Crab Masala, Mutton, Chilli Chicken","Andhra, North Indian, Biryani",250.0,Delivery,22.0
12234,Munchies,4807.0,Online,booking_not_available,3.9,65.0,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250.0,Delivery,19.0
12239,Chichaba's Taj,4808.0,Online,booking_not_available,3.9,443.0,Frazer Town,Casual Dining,"Mutton Biryani, Paya Soup, Bheja Masala, Phirni, Brain Fry, Chicken Kebab, Chicken Grill","Biryani, North Indian, Mughlai",600.0,Delivery,21.0
12240,Pai Vihar,4809.0,Online,booking_not_available,2.8,56.0,Vasanth Nagar,Quick Bites,"Masala Dosa, Coffee","South Indian, Street Food, Chinese, Fast Food",400.0,Delivery,22.0
12242,Pind Balluchi,4810.0,Online,booking_available,4.0,1022.0,Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai",700.0,Delivery,23.0
12252,Banjara Melting Pot,4811.0,Online,booking_available,4.2,475.0,Cunningham Road,Casual Dining,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood",1700.0,Delivery,23.0
12255,Taj Hotel,4812.0,Online,booking_not_available,3.7,110.0,Shivajinagar,Casual Dining,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","North Indian, Chinese",550.0,Delivery,22.0
12266,Desi Vdesi,4813.0,Online,booking_not_available,3.9,202.0,Church Street,Quick Bites,"Paratha, Momos, Lassi, Sandwiches, Burgers, Nachos, Potato Wedges","Fast Food, North Indian, Rolls",250.0,Delivery,21.0
12275,Brownie Heaven,4814.0,Online,booking_not_available,4.2,34.0,Cunningham Road,Dessert Parlor,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300.0,Delivery,20.0
12313,KKR FOODIES,4815.0,Online,booking_available,3.1,59.0,St. Marks Road,Quick Bites,Biryani,"Biryani, Chinese, Fast Food, North Indian",400.0,Delivery,20.0
12316,Kadai Crust - Amma Veetu Samayal,4816.0,Offline,booking_not_available,3.8,263.0,Indiranagar,"Takeaway, Delivery","Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry","Chettinad, South Indian, Biryani",700.0,Delivery,30.0
12317,ASEAN - On The Edge,4817.0,Online,booking_available,4.4,864.0,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai",1800.0,Delivery,25.0
12318,Dolci Desserts,4818.0,Online,booking_not_available,4.3,655.0,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750.0,Delivery,27.0
12320,RockSalt,4819.0,Online,booking_available,4.4,488.0,St. Marks Road,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,1900.0,Delivery,26.0
12323,Ente Keralam,4820.0,Online,booking_not_available,4.0,1098.0,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood",1300.0,Delivery,26.0
12324,Nossa Goa,4821.0,Online,booking_available,4.1,297.0,Richmond Road,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts",1000.0,Delivery,23.0
12331,GMT - Gelateria Montecatini Terme,4822.0,Online,booking_not_available,4.4,68.0,Lavelle Road,Quick Bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300.0,Delivery,18.0
12333,Step Right Up,4823.0,Online,booking_not_available,4.1,153.0,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300.0,Delivery,21.0
12334,Cafe Treat - The Pride Hotel,4824.0,Online,booking_not_available,4.1,118.0,Richmond Road,Casual Dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian",1000.0,Delivery,20.0
12337,The Egg Factory,4825.0,Online,booking_not_available,4.2,1765.0,St. Marks Road,Casual Dining,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American",750.0,Delivery,22.0
12344,Rasovara,4826.0,Online,booking_available,4.3,765.0,Lavelle Road,Casual Dining,"Thali, Aamras, Malpua, Lassi, Plain Rice, Buttermilk, Chaat","Rajasthani, North Indian",1400.0,Delivery,20.0
12345,Gokul Kuteera,4827.0,Online,booking_not_available,3.9,258.0,Indiranagar,Casual Dining,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali","North Indian, Chinese, South Indian",650.0,Delivery,21.0
12349,Le Rock,4828.0,Online,booking_not_available,4.0,1205.0,Brigade Road,"Bar, Quick Bites","Cocktails, Pizza, Murgh Platter, Draught Beer, Chicken Wings, Veg Platter, Fries","Continental, Chinese",2000.0,Delivery,22.0
12352,BLOW,4829.0,Online,booking_available,4.3,945.0,Church Street,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750.0,Delivery,18.0
12353,Wolf'ish,4830.0,Online,booking_not_available,4.1,461.0,Church Street,Cafe,"Burgers, Fries, Mojito, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken","Cafe, American, Italian, Pizza, Burger",700.0,Delivery,21.0
12362,BISO - Citrus Hotels,4831.0,Offline,booking_available,3.9,158.0,Cunningham Road,Casual Dining,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental",1100.0,Delivery,20.0
12372,The White Room - Coffee & Kitchen,4832.0,Offline,booking_available,4.0,1706.0,Church Street,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Chocolate Milkshake, Caramel Frappe, Espresso, Tea","Cafe, Continental, American, Desserts",1000.0,Desserts,26.0
12374,IceBreakers,4833.0,Offline,booking_not_available,4.3,182.0,Church Street,Dessert Parlor,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",400.0,Desserts,25.0
12378,Alchemy - The Chancery Pavilion,4834.0,Offline,booking_available,4.3,447.0,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake",Modern Indian,2000.0,Desserts,26.0
12380,Belgian Waffle Factory,4835.0,Online,booking_not_available,4.9,1744.0,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400.0,Desserts,26.0
12381,Glen's Bakehouse,4836.0,Online,booking_not_available,4.4,1093.0,Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600.0,Desserts,25.0
12383,Art of Delight,4837.0,Offline,booking_not_available,4.4,1899.0,Residency Road,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400.0,Desserts,23.0
12384,Bengaluru Baking Company - JW Marriott Bengaluru,4838.0,Offline,booking_not_available,4.3,523.0,Lavelle Road,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Desserts,24.0
12386,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,4839.0,Online,booking_not_available,4.1,115.0,Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Desserts,22.0
12387,Bhagatram Sweets,4840.0,Offline,booking_not_available,3.6,223.0,Commercial Street,Quick Bites,"Gulab Jamun, Chaat, Jalebi, Samosa, Chole, Sev Puri, Rasgulla","Street Food, Mithai",300.0,Desserts,19.0
